FullName,NativeCountry,Gender,Age,MaritalStatus,EconomicStatus,IndustrialGroup,HighestEducationCompleted,FieldOfStudy,County
Gary McCarthy,Ireland,male,80,Married (first marriage),Retired,Industry not stated,Primary,Motor vehicles/ships and aircraft,Dublin City
Joseph O'Neill,Ireland,male,28,Married (first marriage),Unemployed having lost or given up previous job,Public administration and defence; compulsory social security (O),Lower secondary,Other social sciences/business and law subjects,Dun Laoghaire-Rathdown
Adam Jankowiak,Poland,male,48,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Other social sciences/business and law subjects,South Dublin
Fabio Fernandes,Brazil,male,47,Married (first marriage),Employer or own account worker,Water supply; sewerage/waste management and remediation activities (E),Ordinary bachelor degree/professional qualification or both,Accounting and taxation,Leitrim
Ava Murphy,Ireland,female,27,Single,Employee,Human health and social work activities (Q),Upper secondary,Marketing and advertising,Wicklow
Dylan O'Reilly,Ireland,male,23,Single,Looking after home/family,Accommodation and food service activities (I),Upper secondary,Motor vehicles/ships and aircraft,Mayo
Cara O'Reilly,Ireland,female,25,Single,Employee,Manufacturing (C),Upper secondary,Other social sciences/business and law subjects,Clare
Taylor McCarthy,Ireland,female,70,Married (first marriage),Looking after home/family,Human health and social work activities (Q),Primary,Economics,Cork City
Paul Melo,Portugal,male,51,Married (first marriage),Employee,Electricity/gas/steam and air conditioning supply (D),Honours bachelor degree/professional qualification or both,Electricity and energy,Kerry
Emma O'Sullivan,Ireland,female,46,Married (first marriage),Employee,Professional/scientific and technical activities (M),Honours bachelor degree/professional qualification or both,Nursing and caring,Fingal
Saoirse Murphy,Ireland,female,42,Married (first marriage),Employee,Transportation and storage (H),Lower secondary,Accounting and taxation,Kerry
Ronan O'Connor,Ireland,male,45,Married (first marriage),Employee,Construction (F),Higher certificate,Law,Monaghan
Paul O'Connor,Ireland,male,30,Married (first marriage),Employee,Professional/scientific and technical activities (M),Advanced certificate/completed apprenticeship,Audio-visual techniques and media production,Dublin City
Max Lynch,Ireland,male,62,Single,Looking after home/family,Public administration and defence; compulsory social security (O),Primary,Mechanics and metalwork,Cork County
Adam O'Neill,Ireland,male,75,Single,Retired,Industry not stated,Upper secondary,Physical sciences (physics/chemistry/earth science),Wexford
Sophie McCarthy,Ireland,female,39,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Other personal services,North Tipperary
Liam Murphy,Ireland,male,65,Single,Retired,Industry not stated,Lower secondary,Engineering and engineering trades (broad programmes),Galway County
Odhran Murphy,Ireland,male,32,Married (first marriage),Unemployed having lost or given up previous job,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Technical/vocational,Crop and livestock production,Clare
Amber O'Neill,Ireland,female,21,Single,Looking after home/family,Manufacturing (C),Technical/vocational,Business and administration (broad programmes),Meath
Kayla O'Brien,Ireland,female,59,Married (first marriage),Employee,Accommodation and food service activities (I),Lower secondary,Mother tongue,Wicklow
Martin O'Brien,Ireland,male,62,Married (first marriage),Unable to work due to permanent sickness or disability,Administrative and support service activities (N),Primary,Education and teacher training,Wexford
Anna Gallagher,Ireland,female,43,Married (first marriage),Unemployed having lost or given up previous job,Human health and social work activities (Q),Postgraduate diploma or degree,Nursing and caring,Cork County
Cian O'Connor,Ireland,male,27,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Primary,Public security services,Laois
Siobhan O'Neill,Ireland,female,19,Single,Student or pupil,Education (P),Upper secondary,Computer science,Dun Laoghaire-Rathdown
Lauren O'Sullivan,Ireland,female,45,Married (first marriage),Looking after home/family,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Crop and livestock production,Kildare
Hannah O'Brien,Ireland,female,36,Single,Unemployed having lost or given up previous job,Education (P),Upper secondary,Nursing and caring,Wicklow
Katie O'Kelly,Ireland,female,39,Married (first marriage),Employer or own account worker,Agriculture/forestry and fishing (A),Higher certificate,Other science/mathematics and computing,Cavan
Emily O'Neill,Ireland,female,33,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Postgraduate diploma or degree,Hotel/restaurant and catering,Louth
Sophie O'Reilly,Ireland,female,55,Married (first marriage),Employee,Administrative and support service activities (N),Upper secondary,Secretarial and office work,Dublin City
Olivia O'Neill,Ireland,female,68,Widowed,Retired,Industry not stated,Lower secondary,Nursing and caring,Wexford
Freya O'Neill,Ireland,female,38,Single,Employee,Professional/scientific and technical activities (M),Lower secondary,Foreign languages,Cavan
Nathan McCarthy,Ireland,male,49,Divorced,Employee,Agriculture/forestry and fishing (A),Upper secondary,Motor vehicles/ships and aircraft,South Tipperary
Cillian O'Reilly,Ireland,male,24,Single,Employee,Transportation and storage (H),Lower secondary,Other social sciences/business and law subjects,Limerick County
Darragh Ryan,Ireland,male,42,Married (first marriage),Employer or own account worker,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Economics,Sligo
Liam O'Sullivan,Ireland,male,27,Single,Employee,Financial and insurance activities (K),Honours bachelor degree/professional qualification or both,Other social sciences/business and law subjects,Meath
Jake O'Sullivan,Ireland,male,47,Separated (including deserted),Employee,Agriculture/forestry and fishing (A),Honours bachelor degree/professional qualification or both,Building and civil engineering,Kilkenny
Daniel McCarthy,Ireland,male,43,Married (first marriage),Employee,Construction (F),Upper secondary,Motor vehicles/ships and aircraft,Cork City
James O'Reilly,Ireland,male,19,Single,Student or pupil,Construction (F),Technical/vocational,Electricity and energy,South Dublin
Sean O'Ryan,Ireland,male,65,Married (first marriage),Retired,Industry not stated,Primary,Education and teacher training,Dun Laoghaire-Rathdown
Katie Doyle,Ireland,female,34,Single,Unemployed having lost or given up previous job,Accommodation and food service activities (I),Ordinary bachelor degree/professional qualification or both,Hotel/restaurant and catering,Dun Laoghaire-Rathdown
Oliver O'Neill,Ireland,male,36,Married (first marriage),Employer or own account worker,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Advanced certificate/completed apprenticeship,Nursing and caring,Dublin City
Lena O'Sullivan,Ireland,female,56,Married (first marriage),Employee,Transportation and storage (H),Ordinary bachelor degree/professional qualification or both,Education and teacher training,Meath
Daniel O'Sullivan,Ireland,male,67,Married (first marriage),Looking after home/family,Manufacturing (C),Technical/vocational,Business and administration (broad programmes),Donegal
Gustavo Cunha,Brazil,male,46,Married (first marriage),Unemployed having lost or given up previous job,Administrative and support service activities (N),Ordinary bachelor degree/professional qualification or both,Crop and livestock production,Dun Laoghaire-Rathdown
Mia O'Neill,Ireland,female,52,Married (first marriage),Employee,Accommodation and food service activities (I),Advanced certificate/completed apprenticeship,Management and administration,Cork County
Shannon O'Ryan,Ireland,female,37,Single,Employee,Accommodation and food service activities (I),Lower secondary,Other health and welfare,Kildare
Callum McCarthy,Ireland,male,50,Separated (including deserted),Employee,Construction (F),Advanced certificate/completed apprenticeship,Management and administration,Dublin City
Adam O'Ryan,Ireland,male,43,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Ordinary bachelor degree/professional qualification or both,Other social sciences/business and law subjects,Roscommon
Renee Garcia,France,female,20,Married (first marriage),Student or pupil,Manufacturing (C),Upper secondary,Education and teacher training,Monaghan
Mirza Singh,India,male,74,Married (first marriage),Retired,Industry not stated,Upper secondary,Other science/mathematics and computing,Cork County
Josef Janssen,Germany,male,43,Married (first marriage),Employee,Information and communication (J),Lower secondary,Economics,Fingal
Zoe Murphy,Ireland,female,35,Divorced,Employee,Human health and social work activities (Q),Upper secondary,Physical sciences (physics/chemistry/earth science),Westmeath
Anna Bien,Poland,female,33,Single,Unemployed having lost or given up previous job,Education (P),Technical/vocational,Secretarial and office work,Fingal
Aidan Smith,Ireland,male,57,Married (first marriage),Unable to work due to permanent sickness or disability,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Crop and livestock production,Dublin City
Julia O'Brien,Ireland,female,60,Divorced,Unable to work due to permanent sickness or disability,Other service activities (S),Upper secondary,Marketing and advertising,South Dublin
Ellie Murphy,Ireland,female,35,Single,Employee,Human health and social work activities (Q),Upper secondary,Nursing and caring,Roscommon
Emma Murphy,Ireland,female,26,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Honours bachelor degree/professional qualification or both,Hair and beauty services,Dublin City
Laura Doherty,Ireland,female,51,Married (first marriage),Employee,Manufacturing (C),Upper secondary,Law,Cork County
Evan Kelly,Ireland,male,24,Single,Employee,Administrative and support service activities (N),Upper secondary,Other personal services,Meath
David Moore,Ireland,male,25,Married (first marriage),Employee,Other service activities (S),Upper secondary,Motor vehicles/ships and aircraft,Dublin City
Molly Murphy,Ireland,female,74,Widowed,Retired,Industry not stated,Honours bachelor degree/professional qualification or both,Business and administration (broad programmes),Wicklow
Sarah O'Neill,Ireland,female,81,Widowed,Retired,Industry not stated,Lower secondary,Nursing and caring,Dun Laoghaire-Rathdown
Robert Moore,Ireland,male,71,Married (first marriage),Employer or own account worker,Accommodation and food service activities (I),Technical/vocational,Crop and livestock production,Fingal
Caitlin Quinn,Ireland,female,74,Married (first marriage),Looking after home/family,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Education and teacher training,Clare
Ella O'Reilly,Ireland,female,19,Single,Student or pupil,Professional/scientific and technical activities (M),Upper secondary,Other health and welfare,Cork City
Hugo Sanchez,Spain,male,30,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Honours bachelor degree/professional qualification or both,Motor vehicles/ships and aircraft,Cork City
Emma Murphy,Ireland,female,18,Single,Student or pupil,Human health and social work activities (Q),Upper secondary,Nursing and caring,Galway County
Ruth O'Neill,Ireland,female,58,Widowed,Unemployed having lost or given up previous job,Human health and social work activities (Q),Honours bachelor degree/professional qualification or both,Foreign languages,Offaly
Max O'Neill,Ireland,male,44,Single,Unable to work due to permanent sickness or disability,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Computer use,Dun Laoghaire-Rathdown
Aoibhinn Murphy,Ireland,female,51,Married (first marriage),Unemployed having lost or given up previous job,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Other personal services,Wicklow
Maeve O'Brien,Ireland,female,41,Single,Employer or own account worker,Accommodation and food service activities (I),Primary,Business and administration (broad programmes),Westmeath
Amy O'Neill,Ireland,female,27,Single,Employee,Information and communication (J),Technical/vocational,Other social sciences/business and law subjects,Wicklow
Max O'Brien,Ireland,male,59,Married (first marriage),Looking after home/family,Manufacturing (C),Upper secondary,Nursing and caring,Galway County
Lily O'Brien,Ireland,female,52,Divorced,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Technical/vocational,Nursing and caring,Sligo
James Kennedy,Ireland,male,49,Single,Employee,Manufacturing (C),Postgraduate diploma or degree,Building and civil engineering,Dublin City
Ava O'Brien,Ireland,female,54,Married (first marriage),Employee,Manufacturing (C),Technical/vocational,Physical sciences (physics/chemistry/earth science),Meath
Mark O'Neill,Ireland,male,61,Married (first marriage),Unable to work due to permanent sickness or disability,Professional/scientific and technical activities (M),Primary,Building and civil engineering,Dublin City
Liam O'Connor,Ireland,male,16,Single,Student or pupil,Agriculture/forestry and fishing (A),Upper secondary,Education and teacher training,Wexford
Maeve O'Connor,Ireland,female,48,Married (first marriage),Looking after home/family,Accommodation and food service activities (I),Higher certificate,Air transportation,Cavan
Leon McCarthy,Ireland,male,18,Single,Student or pupil,Professional/scientific and technical activities (M),Upper secondary,Mechanics and metalwork,Wicklow
Ruth Byrne,Ireland,female,51,Married (first marriage),Employee,Manufacturing (C),Lower secondary,Accounting and taxation,Limerick County
Ava O'Sullivan,Ireland,female,47,Single,Employee,Manufacturing (C),Primary,Hotel/restaurant and catering,Meath
Anthony O'Neill,Ireland,male,31,Married (first marriage),Retired,Industry not stated,Lower secondary,Electricity and energy,Waterford County
Franca Ferrari,Italy,female,56,Married (first marriage),Employee,Human health and social work activities (Q),Ordinary bachelor degree/professional qualification or both,Business and administration (broad programmes),South Dublin
Ellie McCarthy,Ireland,female,29,Single,Unemployed having lost or given up previous job,Manufacturing (C),Upper secondary,Hotel/restaurant and catering,Dublin City
Saoirse Doherty,Ireland,female,59,Single,Employee,Human health and social work activities (Q),Ordinary bachelor degree/professional qualification or both,Business and administration (broad programmes),Louth
Orla McCarthy,Ireland,female,16,Single,Student or pupil,Administrative and support service activities (N),Technical/vocational,Economics,Dublin City
Cathal O'Quinn,Ireland,male,25,Single,Employee,Agriculture/forestry and fishing (A),Advanced certificate/completed apprenticeship,Physical sciences (physics/chemistry/earth science),Limerick County
Ciara O'Kelly,Ireland,female,24,Single,Student or pupil,Real estate activities (L),Lower secondary,Other social sciences/business and law subjects,Waterford County
Luke O'Reilly,Ireland,male,41,Single,Employer or own account worker,Human health and social work activities (Q),Postgraduate diploma or degree,Other engineering/manufacturing and construction,Cork County
Marek Bernacki,Poland,male,47,Married (first marriage),Unemployed having lost or given up previous job,Agriculture/forestry and fishing (A),Advanced certificate/completed apprenticeship,Music and performing arts,Kildare
Abigail McCarthy,Ireland,female,16,Single,Student or pupil,Human health and social work activities (Q),Upper secondary,Hotel/restaurant and catering,South Tipperary
James Murray,Ireland,male,32,Single,Employee,Information and communication (J),Honours bachelor degree/professional qualification or both,Physical sciences (physics/chemistry/earth science),Longford
Amy O'Kelly,Ireland,female,34,Divorced,Looking after home/family,Human health and social work activities (Q),Honours bachelor degree/professional qualification or both,Other social sciences/business and law subjects,South Tipperary
Caitlin O'Brien,Ireland,female,48,Divorced,Unable to work due to permanent sickness or disability,Manufacturing (C),Postgraduate diploma or degree,Nursing and caring,Limerick City
Pravin Das,India,male,49,Married (first marriage),Employer or own account worker,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Electricity and energy,Westmeath
Jake O'Reilly,Ireland,male,25,Married (first marriage),Employee,Transportation and storage (H),Postgraduate diploma or degree,Computer science,Donegal
Callum Gallagher,Ireland,male,47,Separated (including deserted),Employer or own account worker,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Business and administration (broad programmes),Dun Laoghaire-Rathdown
Mia Murphy,Ireland,female,26,Single,Looking after home/family,Human health and social work activities (Q),Postgraduate diploma or degree,Accounting and taxation,Mayo
Lauren O'Sullivan,Ireland,female,32,Single,Employee,Public administration and defence; compulsory social security (O),Higher certificate,Other social sciences/business and law subjects,South Dublin
Hannah McCarthy,Ireland,female,34,Separated (including deserted),Employee,Transportation and storage (H),Higher certificate,Secretarial and office work,South Dublin
Finn O'Sullivan,Ireland,male,52,Separated (including deserted),Employee,Construction (F),Lower secondary,Other agriculture and veterinary,Leitrim
Aisling O'Sullivan,Ireland,female,49,Separated (including deserted),Employee,Manufacturing (C),Postgraduate diploma or degree,Hotel/restaurant and catering,Dun Laoghaire-Rathdown
Josh O'Neill,Ireland,male,68,Married (first marriage),Retired,Industry not stated,Lower secondary,Engineering and engineering trades (broad programmes),Wicklow
Sarah O'Reilly,Ireland,female,20,Single,Unemployed having lost or given up previous job,Financial and insurance activities (K),Upper secondary,Music and performing arts,Galway County
James Murray,Ireland,male,28,Married (first marriage),Employee,Manufacturing (C),Upper secondary,Motor vehicles/ships and aircraft,South Dublin
Jamie O'Moore,Ireland,male,46,Single,Looking after home/family,Manufacturing (C),Upper secondary,Nursing and caring,Dun Laoghaire-Rathdown
Kate McCarthy,Ireland,female,51,Divorced,Student or pupil,Human health and social work activities (Q),Ordinary bachelor degree/professional qualification or both,Other social sciences/business and law subjects,Cork County
Sharada Dutta,India,female,29,Single,Unable to work due to permanent sickness or disability,Education (P),Technical/vocational,Music and performing arts,Mayo
Samuel O'Neill,Ireland,male,64,Married (first marriage),Employee,Construction (F),Primary,Other engineering/manufacturing and construction,Laois
David Quinn,Ireland,male,46,Married (first marriage),Employee,Accommodation and food service activities (I),Postgraduate diploma or degree,Other social sciences/business and law subjects,Fingal
Isabelle O'Brien,Ireland,female,39,Married (first marriage),Employee,Human health and social work activities (Q),Lower secondary,Management and administration,Cork County
Karen O'Neill,Ireland,female,47,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Advanced certificate/completed apprenticeship,Other health and welfare,Louth
Meabh O'Brien,Ireland,female,47,Married (first marriage),Unable to work due to permanent sickness or disability,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Ordinary bachelor degree/professional qualification or both,Other health and welfare,Wexford
Isabella O'Neill,Ireland,female,35,Single,Unable to work due to permanent sickness or disability,Human health and social work activities (Q),Upper secondary,Economics,Kildare
Oisin O'Reilly,Ireland,male,38,Married (first marriage),Employee,Administrative and support service activities (N),Primary,Other engineering/manufacturing and construction,Fingal
Grace Doyle,Ireland,female,19,Single,Student or pupil,Arts/entertainment and recreation (R),Upper secondary,Nursing and caring,Mayo
Leah O'Brien,Ireland,female,18,Single,Student or pupil,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Other health and welfare,Donegal
Ella O'Reilly,Ireland,female,74,Widowed,Retired,Industry not stated,Primary,Crop and livestock production,Louth
Emily O'Sullivan,Ireland,female,45,Married (first marriage),Unemployed having lost or given up previous job,Public administration and defence; compulsory social security (O),Upper secondary,Psychology,Cork County
Eabha McCarthy,Ireland,female,51,Married (first marriage),Retired,Industry not stated,Upper secondary,Medicine,Cork County
Matthew O'Connor,Ireland,male,75,Single,Retired,Industry not stated,Primary,Other science/mathematics and computing,Donegal
Karolina Czechowicz,Poland,female,28,Single,Employee,Human health and social work activities (Q),Honours bachelor degree/professional qualification or both,Electricity and energy,Dublin City
Grace O'Neill,Ireland,female,57,Married (first marriage),Employee,Professional/scientific and technical activities (M),Lower secondary,Education and teacher training,Wicklow
Oisin O'Brien,Ireland,male,53,Married (first marriage),Looking after home/family,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Crop and livestock production,Dublin City
Laetitia Thomas,France,female,16,Single,Student or pupil,Education (P),Technical/vocational,Business and administration (broad programmes),Cork County
Ionela CONSTANTINESCU ,Romania,female,61,Single,Unable to work due to permanent sickness or disability,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Other health and welfare,Kildare
Robyn O'Sullivan,Ireland,female,25,Married (first marriage),Unemployed looking for first regular job,Agriculture/forestry and fishing (A),Ordinary bachelor degree/professional qualification or both,Other humanities,Mayo
Sofia Murphy,Ireland,female,37,Single,Employee,Public administration and defence; compulsory social security (O),Ordinary bachelor degree/professional qualification or both,Business and administration (broad programmes),South Dublin
Bia Rocha,Brazil,female,48,Single,Unemployed having lost or given up previous job,Manufacturing (C),Upper secondary,Physical sciences (physics/chemistry/earth science),Galway City
Sorcha O'Ryan,Ireland,female,21,Single,Unemployed having lost or given up previous job,Manufacturing (C),Advanced certificate/completed apprenticeship,Other humanities,Donegal
Cara O'Sullivan,Ireland,female,44,Married (first marriage),Looking after home/family,Education (P),Lower secondary,Music and performing arts,South Dublin
Adam Doherty,Ireland,male,16,Single,Student or pupil,Human health and social work activities (Q),Upper secondary,Physical sciences (physics/chemistry/earth science),Offaly
Krystyna Bojarski,Poland,female,48,Separated (including deserted),Looking after home/family,Administrative and support service activities (N),Ordinary bachelor degree/professional qualification or both,Education and teacher training,Kildare
Kayla Quinn,Ireland,female,25,Single,Employee,Real estate activities (L),Honours bachelor degree/professional qualification or both,Child care and youth services,Fingal
Matthew O'Brien,Ireland,male,40,Single,Employee,Transportation and storage (H),Technical/vocational,Nursing and caring,Cork County
Katie O'Ryan,Ireland,female,19,Single,Student or pupil,Human health and social work activities (Q),Technical/vocational,Business and administration (broad programmes),Dun Laoghaire-Rathdown
Simon Gallagher,Ireland,male,33,Single,Employee,Agriculture/forestry and fishing (A),Ordinary bachelor degree/professional qualification or both,Biology and biochemistry,Fingal
Emily O'Brien,Ireland,female,19,Single,Student or pupil,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Business and administration (broad programmes),Dublin City
Eve McCarthy,Ireland,female,67,Married (first marriage),Retired,Industry not stated,Primary,Education and teacher training,Donegal
Robyn O'Brien,Ireland,female,68,Married (first marriage),Retired,Industry not stated,Upper secondary,Child care and youth services,Kildare
Kevin O'Reilly,Ireland,male,17,Single,Unemployed having lost or given up previous job,Construction (F),Upper secondary,Business and administration (broad programmes),Fingal
Sorcha Walsh,Ireland,female,40,Married (first marriage),Looking after home/family,Administrative and support service activities (N),Lower secondary,Biology and biochemistry,Dublin City
Hannah O'Gallagher,Ireland,female,44,Married (first marriage),Employee,Education (P),Postgraduate diploma or degree,Physical sciences (physics/chemistry/earth science),South Dublin
Jamie O'Ryan,Ireland,male,49,Divorced,Employee,Manufacturing (C),Advanced certificate/completed apprenticeship,Building and civil engineering,Fingal
Taylor Gallagher,Ireland,female,29,Single,Employee,Financial and insurance activities (K),Technical/vocational,History and archaeology,Fingal
Katie O'Reilly,Ireland,female,37,Single,Employer or own account worker,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Honours bachelor degree/professional qualification or both,Education and teacher training,Galway City
Andrea Greco,Italy,male,62,Widowed,Employer or own account worker,Public administration and defence; compulsory social security (O),Primary,Computer use,Louth
Eoin O'Sullivan,Ireland,male,21,Single,Student or pupil,Accommodation and food service activities (I),Lower secondary,Other engineering/manufacturing and construction,Kildare
Caitlin O'Connor,Ireland,female,55,Married (first marriage),Employee,Public administration and defence; compulsory social security (O),Postgraduate diploma or degree,Accounting and taxation,Dun Laoghaire-Rathdown
Sophie O'Brien,Ireland,female,53,Separated (including deserted),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Education and teacher training,South Dublin
Claude Laurent,France,male,36,Married (first marriage),Employer or own account worker,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Advanced certificate/completed apprenticeship,Other engineering/manufacturing and construction,South Dublin
Crystal  Pascual,Philippines,female,36,Married (first marriage),Employee,Human health and social work activities (Q),Upper secondary,Design,Cork City
William O'Ryan,Ireland,male,70,Married (first marriage),Retired,Industry not stated,Upper secondary,Building and civil engineering,Fingal
Shannon Murphy,Ireland,female,59,Married (first marriage),Employer or own account worker,Accommodation and food service activities (I),Primary,Economics,Limerick County
Emma Murphy,Ireland,female,28,Single,Employee,Arts/entertainment and recreation (R),Postgraduate diploma or degree,Other social sciences/business and law subjects,Kildare
Bharat Jaiteley,India,male,74,Married (first marriage),Retired,Industry not stated,Upper secondary,Audio-visual techniques and media production,Fingal
Liam O'Reilly,Ireland,male,42,Single,Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Lower secondary,Electricity and energy,Dublin City
David O'Sullivan,Ireland,male,43,Married (first marriage),Employee,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Mechanics and metalwork,South Dublin
Sam O'Sullivan,Ireland,male,46,Married (first marriage),Employee,Information and communication (J),Higher certificate,Other engineering/manufacturing and construction,Kildare
Emma O'Reilly,Ireland,female,49,Single,Looking after home/family,Real estate activities (L),Advanced certificate/completed apprenticeship,Computer science,Kildare
Matthew McCarthy,Ireland,male,52,Married (first marriage),Employer or own account worker,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Ordinary bachelor degree/professional qualification or both,Physical sciences (physics/chemistry/earth science),Kildare
Ethan O'Reilly,Ireland,male,75,Widowed,Retired,Industry not stated,Primary,Accounting and taxation,Kerry
Erin O'Kelly,Ireland,female,50,Single,Employee,Manufacturing (C),Higher certificate,Social work and counselling,Mayo
Jacob McCarthy,Ireland,male,71,Married (first marriage),Retired,Industry not stated,Advanced certificate/completed apprenticeship,Other engineering/manufacturing and construction,Dun Laoghaire-Rathdown
Bernard Andre,France,male,31,Single,Employee,Agriculture/forestry and fishing (A),Upper secondary,Engineering and engineering trades (broad programmes),Clare
Paul O'Brien,Ireland,male,23,Single,Unemployed having lost or given up previous job,Transportation and storage (H),Upper secondary,Other social sciences/business and law subjects,Kildare
Neil O'Sullivan,Ireland,male,41,Married (first marriage),Unemployed having lost or given up previous job,Information and communication (J),Technical/vocational,Electricity and energy,South Dublin
Jessica O'Brien,Ireland,female,33,Married (first marriage),Employee,Accommodation and food service activities (I),Technical/vocational,Accounting and taxation,Laois
Joel Svensson,Sweden,male,67,Married (first marriage),Retired,Industry not stated,Primary,Crop and livestock production,Meath
Lilly Murphy,Ireland,female,51,Married (first marriage),Employee,Administrative and support service activities (N),Ordinary bachelor degree/professional qualification or both,Biology and biochemistry,Donegal
Catherine Doyle,Ireland,female,58,Divorced,Employer or own account worker,Human health and social work activities (Q),Lower secondary,Education and teacher training,Limerick City
Kate O'Brien,Ireland,female,27,Single,Employer or own account worker,Education (P),Lower secondary,Other health and welfare,Dublin City
Daithi O'Connor,Ireland,male,22,Single,Employee,Electricity/gas/steam and air conditioning supply (D),Lower secondary,Accounting and taxation,Limerick City
Luke O'Sullivan,Ireland,male,38,Married (first marriage),Employee,Human health and social work activities (Q),Honours bachelor degree/professional qualification or both,Mechanics and metalwork,Donegal
Sean O'Sullivan,Ireland,male,62,Married (first marriage),Employee,Public administration and defence; compulsory social security (O),Lower secondary,Other engineering/manufacturing and construction,Sligo
MAKAKA Petridis,Greece,male,59,Married (first marriage),Unemployed having lost or given up previous job,Accommodation and food service activities (I),Lower secondary,Engineering and engineering trades (broad programmes),Dublin City
Sophie Murphy,Ireland,female,59,Married (first marriage),Unemployed having lost or given up previous job,Human health and social work activities (Q),Primary,Education and teacher training,Dublin City
Mia O'Brien,Ireland,female,54,Single,Unable to work due to permanent sickness or disability,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Ordinary bachelor degree/professional qualification or both,Social work and counselling,South Dublin
Eabha O'Brien,Ireland,female,18,Single,Student or pupil,Administrative and support service activities (N),Primary,Other humanities,Leitrim
Caoimhe Murphy,Ireland,female,42,Single,Employee,Electricity/gas/steam and air conditioning supply (D),Upper secondary,Hair and beauty services,Kilkenny
Joshua Murphy,Ireland,male,60,Divorced,Retired,Industry not stated,Upper secondary,Business and administration (broad programmes),Cork City
Ryan Moore,Ireland,male,20,Single,Unemployed looking for first regular job,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Upper secondary,Crop and livestock production,Dublin City
Kayla O'Brien,Ireland,female,40,Married (first marriage),Looking after home/family,Administrative and support service activities (N),Postgraduate diploma or degree,Physical sciences (physics/chemistry/earth science),Cavan
Cillian Murphy,Ireland,male,31,Single,Employee,Public administration and defence; compulsory social security (O),Lower secondary,Marketing and advertising,Dublin City
Joseph O'Ryan,Ireland,male,67,Married (first marriage),Looking after home/family,Accommodation and food service activities (I),Lower secondary,Management and administration,Galway City
Amy O'Reilly,Ireland,female,33,Married (first marriage),Employee,Accommodation and food service activities (I),Upper secondary,Other health and welfare,Meath
Nicole O'Connor,Ireland,female,55,Married (first marriage),Looking after home/family,Manufacturing (C),Primary,Other social sciences/business and law subjects,Dublin City
Marie Bendik,Czech Republic,female,34,Married (first marriage),Employee,Administrative and support service activities (N),Honours bachelor degree/professional qualification or both,Hair and beauty services,Roscommon
Fionn Murphy,Ireland,male,37,Single,Employee,Professional/scientific and technical activities (M),Honours bachelor degree/professional qualification or both,Other subjects,Cork County
Adam Doyle,Ireland,male,44,Married (first marriage),Employer or own account worker,Construction (F),Upper secondary,Other engineering/manufacturing and construction,Clare
Holly McCarthy,Ireland,female,36,Married (first marriage),Employee,Human health and social work activities (Q),Upper secondary,Economics,Kildare
Chloe Walsh,Ireland,female,32,Married (first marriage),Unemployed having lost or given up previous job,Wholesale and retail trade; repair of motor vehicles and motorcycles (G),Postgraduate diploma or degree,Nursing and caring,Galway City
Emily O'Neill,Ireland,female,43,Married (first marriage),Employer or own account worker,Administrative and support service activities (N),Honours bachelor degree/professional qualification or both,Business and administration (broad programmes),Monaghan
Ciara Smith,Ireland,female,47,Single,Looking after home/family,Transportation and storage (H),Lower secondary,Psychology,Waterford City
